pays,nom pap,auteur,titre,editeur,type,editeur trad,periode
UKRAINE,Skovoroda,Rosanvallon Pierre ,La légitimité démocratique,Éd. du Seuil,inconnu,Kievo-moguilianksa Akademia,2008-01-01
UKRAINE,Skovoroda,Gary Ro'05n,La promesse de l'aube,Gallimard,inconnu,K.I.S. Publishing,2008-01-01
UKRAINE,Skovoroda,Barbery Muriel,L'Élégance du hérisson,Gallimard,Littérature,NORA-DRUK,2009-03-01
UKRAINE,Skovoroda,Desbois Patrick ,Porteur de mémoires. Sur les traces de la Shoah par balles,Michel Lafon,inconnu,Doukh i Litera,2009-03-01
UKRAINE,Skovoroda,Labro Philippe,Les Gens,Gallimard,inconnu,NORA-DRUK,2009-09-01
UKRAINE,Skovoroda,Le Clézio J.-M. G.,Ritournelle de la faim,Gallimard,inconnu,FOLIO,2009-09-01
UKRAINE,Skovoroda,Nemirovsky Irène ,Le Vin de solitude,Albin Michel,Littérature,Pulsary,2009-03-01
UKRAINE,Skovoroda,Onfray Michel,Traité d'athéologie. Physique de la métaphysique,Grasset & Fasquelle,inconnu,Nika-Centre,2009-03-01
UKRAINE,Skovoroda,Sollers Philippe,La Guerre du goût; Eloge de l'infini (extraits),Gallimard,inconnu,KISA,2009-09-01
UKRAINE,Skovoroda,Braudel Fernand,L'Identité de la France - tome I,Flammarion,Documents/Essais d'actualité,Joupansky,2010-09-01
UKRAINE,Skovoroda,Carrère Emmanuel,D'autres vies que la mienne,P.O.L,Littérature,FOLIO,2010-09-01
UKRAINE,Skovoroda,Le Clézio J.-M. G.,Le Chercheur d'or,Gallimard,œuvres littéraires contemporaines,Joupansky,2010-09-01
UKRAINE,Skovoroda,Nemirovsky Irène ,Suite française,Denoël,Littérature,Pulsary,2010-03-01
UKRAINE,Skovoroda,Rosier-Catach Irène (dir.),Les Grecs; les Arabes et nous.Enquête sur l'islamophobie savante,Librairie Arthème Fayard,Documents/Essais d'actualité,Nika-Centre,2010-03-01
UKRAINE,Skovoroda,Schmitt Éric-Emmanuel,La Rêveuse d'Ostende,Albin Michel,Littérature,Kalvaria,2010-09-01
UKRAINE,Skovoroda,Vigan Delphine (de),Les Heures souterraines,JC Lattès,OK,NORA-DRUK,2010-09-01
UKRAINE,Skovoroda,Yourcenar Marguerite,L'Œuvre au noir. Feux,Gallimard,OK,Pulsary,2010-09-01
UKRAINE,Skovoroda,Agnes Yves,Manuel de journalisme,La Découverte,--> Pédagogie/Enseignement,KM Akademia,2011-03-01
UKRAINE,Skovoroda,Bauchau Henry,L'enfant bleu,Actes Sud,Littérature,RADOUGA,2011-03-01
UKRAINE,Skovoroda,Beyssade Jean-Marie; Marion Jean-Lucet Ong-Van-Cung Kim Sang,Méditations de Descartes dans le miroir des interprétations contemporaines françaises ,PUF,Philosophie/Religion,Doukh i Litera,2011-09-01
UKRAINE,Skovoroda,Braudel Fernand,L'identité de la France,Flammarion,Sciences Hu'05nes et Sociales,Joupansky,2011-03-01
UKRAINE,Skovoroda,Bruckner Pascal,Le Paradoxe amoureux,Grasset & Fasquelle, Essai,Grani-T,2011-09-01
UKRAINE,Skovoroda,Cassin Barbara,Vocabulaire européen des philosophies; volume 1,Éd. du Seuil,inconnu,Doukh i Litera,2011-03-01
UKRAINE,Skovoroda,Cioran Emil,Abdications dans Précis de Décomposition; La tentation d'exister dans La tentation d'exister; Odyssée de la rancune dans Histoire,Gallimard,Littérature,Grani-T,2011-03-01
UKRAINE,Skovoroda,Delumeau Jean ,À la recherche du paradis,Librairie Arthème Fayard, Essai,Univers,2011-09-01
UKRAINE,Skovoroda,Fœnkinos David,Nos séparations,Gallimard,Littérature,NORA-DRUK,2011-03-01
UKRAINE,Skovoroda,Hesse Thierry,Démon,Éd. de l'Olivier,Littérature,Editions Tipovit,2011-09-01
UKRAINE,Skovoroda,Rancière Jacques,Le Maître ignorant.Cinq leçons sur l'émancipation intellectuelle,Librairie Arthème Fayard,Sciences Hu'05nes et Sociales,Nika-Centre,2011-03-01
UKRAINE,Skovoroda,Tournier Michel,Le roi des aulnes,Gallimard,Littérature,Joupansky,2011-03-01
UKRAINE,Skovoroda,Dantzig Charles,Pourquoi lire?,Grasset/Charles Dantzig(auteur détenteur des droits),inconnu,Kalvaria,2012-03-01
UKRAINE,Skovoroda,Guilloux Louis,Le Sang noir,Gallimard,Jeunesse,Joupansky,2012-09-01
UKRAINE,Skovoroda,Mauvignier Laurent,Des hommes,Éd. de Minuit,Littérature,Pulsary,2012-09-01
UKRAINE,Skovoroda,Nora Pierre,Présent; nation; mémoire,Gallimard,inconnu,Publishing house CLIO,2012-03-01
UKRAINE,Skovoroda,Badiou Alain,Le Siècle,Éd. du Seuil,SHS,Kalvaria,2013-06-01
UKRAINE,Skovoroda,Barbe-Gall Françoise,Comment parler d'art aux enfants,Le Baron Perché/Le Monde en marche,SHS,Vydavnytstvo starogo leva,2013-06-01
UKRAINE,Skovoroda,Cassin Barbara,Plus d'une langue,Bayard,SHS,Doukh i Litera,2013-06-01
UKRAINE,Skovoroda,Céline Louis-Ferdinand ,Mort à crédit,Gallimard,Littérature,Joupansky,2013-06-01
UKRAINE,Skovoroda,Deleuze Gilles et Guattari Félix,Qu'est-ce que la philosophie ?,Éd. de Minuit,SHS,Astoroliabia,2013-06-01
UKRAINE,Skovoroda,Edgar Morin,La voie : pour l'avenir de l'humanité,Librairie Arthème Fayard,SHS,Nika-Centre,2013-06-01
URUGUAY,Lautréamont,Sibleyras Gérald,Le Vent des peupliers,Agence Drama-Suzanne Sarquier,œuvres littéraires contemporaines,Ediciones Trilce,2010-03-01
VENEZUELA,Francisco de Miranda,Attali Jacques,La Confrérie des éveillés,Librairie Arthème Fayard,OK,Bid&co,2010-09-01
VENEZUELA,Francisco de Miranda,Bertrand Frédérique,Ding Dang Dong!,Éd. Memo,Jeunesse,Camelia Ediciones,2010-03-01
VENEZUELA,Francisco de Miranda,Condé Maryse,Moi; Tituba sorcière noire de Salem,Mercure de France,OK,Mino y Davila,2010-09-01
VENEZUELA,Francisco de Miranda,Doueihi Milad,Le Paradis terrestre; mythes et philosophies,Éd. du Seuil,OK,Bid&co,2010-09-01
VENEZUELA,Francisco de Miranda,Duras Marguerite,L''06 80,Éd. de Minuit,Autobiographies/Récits,Bid&co,2010-03-01
VENEZUELA,Francisco de Miranda,Duras Marguerite,Le Camion,Éd. de Minuit,œuvres littéraires contemporaines,Bid&co,2010-09-01
VENEZUELA,Francisco de Miranda,Duras Marguerite,L'Homme Atlantique,Éd. de Minuit,Fiction,Bid&co,2011-03-01
VENEZUELA,Francisco de Miranda,Elzbieta,Petit Frère et Petite Sœur,Albin Michel jeunesse,Jeunesse,Agora,2011-03-01
VENEZUELA,Francisco de Miranda,Lecointre Jean ,Les Animaux domestiques,Thierry Magnier,inconnu,A.C. Ediciones EKARE,2012-03-01
VENEZUELA,Francisco de Miranda,Lévi-Strauss Claude,L'Anthropologie face aux problemes du monde moderne,Éd. du Seuil,inconnu,Bid&Co Editor,2012-03-01
VENEZUELA,Francisco de Miranda,Césaire Aimé,Cahier d'un retour au pays natal,Présence africaine,Littérature,Monteavila EditoresLatinoamericanos C.A.,2013-06-01
VENEZUELA,Francisco de Miranda,Chilard Anne-Sophieet Lemaître Pascal,Pense pas bête T2;Question Philo pour les 7-11 ans,Bayard,Jeunesse,LARENSE C.A.,2013-06-01
VIETNAM,Nguyen Van Vinh,Bona Dominique,Camille et Paul,Grasset & Fasquelle,inconnu,Tri Thuc,2008-01-01
VIETNAM,Nguyen Van Vinh,"coll. ""Mes petites encyclopédies"" ",Chevaliers et châteaux forts  Bonne nuit!  Les Pompiers  Les Pirates  Au zoo  Les Bobos  Princesses et Fées  Le Cirque  Les Cinq Sens  Le Football  Sorcières et Cie  Vivre la politesse,Larousse,inconnu,Éd. de l'Education,2008-01-01
VIETNAM,Nguyen Van Vinh,Edgar Morin,Introduction à la pensée complexe,Éd. du Seuil,inconnu,Tri Thuc,2008-01-01
VIETNAM,Nguyen Van Vinh,Edgar Morin,La méthode - Tome 5 : l'humanité de l'humanité - Vol 1 l'identité hu'05ne,Éd. du Seuil,inconnu,Tri Thuc,2008-01-01
VIETNAM,Nguyen Van Vinh,Condominas Georges ,Nous avons mangé la forêt,Mercure de France,inconnu,The Gioi Publishers,2008-01-01
VIETNAM,Nguyen Van Vinh,Jamous; Quere; Salviat,Graines et sciences 6,Le Pommier,inconnu,Éd. de l'Education,2008-01-01
VIETNAM,Nguyen Van Vinh,Kochka,Citron; fraise et chocolat,Thierry Magnier,inconnu,Éditions des femmes,2008-01-01
VIETNAM,Nguyen Van Vinh,Mabanckou Alain,Mémoires de porc-épic,Éd. du Seuil,inconnu,Éditions des femmes,2008-01-01
VIETNAM,Nguyen Van Vinh,Pouy JB.; Blanchard Anne,L'encyclopédie des cancres;des rebelles et autres génies,Gallimard,inconnu,Kim dong publishing house,2008-01-01
VIETNAM,Nguyen Van Vinh,Shan Sa,Sur le bout des doigts,Thierry Magnier,inconnu,Éditions des femmes,2008-01-01
VIETNAM,Nguyen Van Vinh,Zep,Titeuf (six premiers tomes),Hachette Livre,inconnu,NHA NAM,2008-01-01
VIETNAM,Nguyen Van Vinh,,"coll. ""Mon petit bébé"" (4 titres)",Fleurus,inconnu,Kim dong publishing house,2008-01-01
VIETNAM,Nguyen Van Vinh,Blic Damien (de) ; Lazarus Jeanne,Sociologie de l'argent,La Découverte,inconnu,Editions de la Connaissance,2009-09-01
VIETNAM,Nguyen Van Vinh,Brac Virginie,Double peine,Fleuve noir,inconnu,Ed. Littéraires,2009-03-01
VIETNAM,Nguyen Van Vinh,Carron Michel; Quaizel-Lanoizelée Françoise,La Responsabilité sociale de l'entreprise,La Découverte,inconnu,Editions de la Connaissance,2009-09-01
VIETNAM,Nguyen Van Vinh,Cauvin; Laudec,Cédric tomes 7; 8; 9,Mediatoon//Dupuis,inconnu,Compagnie d'édition et de communication Nha Nam,2009-09-01
VIETNAM,Nguyen Van Vinh,Coriat Benjamin; Weinstein Olivier,Les Nouvelles Théories de l'entreprise,La Découverte,inconnu,Editions de la Connaissance,2009-09-01
VIETNAM,Nguyen Van Vinh,Cusset Catherine,Un brillant avenir,Gallimard,Littérature,Editions Littéraires,2009-09-01
VIETNAM,Nguyen Van Vinh,Fournier Jean-Louis,Où on va; papa?,Stock,Littérature,NHA NAM,2009-03-01
VIETNAM,Nguyen Van Vinh,Gonin Jean-Marc et Guez Olivier,Chute du mur,Librairie Arthème Fayard,inconnu,Soci'06 Ha The,2009-09-01
VIETNAM,Nguyen Van Vinh,Gudule,J'ai 14 ans et je suis détestable,Flammarion,inconnu,Kim Dong,2009-03-01
VIETNAM,Nguyen Van Vinh,Guilbert François (de) ; Delalande Benoît; Vandewiele Agnès; Lancina Michèle,"12 titres de la collection ""Mes petites encyclopédies Larousse"" (La Préhistoire; l'Univers; Les Animaux de la ferme; Les Ours; Les Chats; Dauphins…)",Larousse,inconnu,La soci'06 par action des ouvrages ethniques - Editions de l'Education,2009-09-01
VIETNAM,Nguyen Van Vinh,Joly Dominique,Les Grandes Inventions,Hachette,inconnu,Éditions des femmes,2009-03-01
VIETNAM,Nguyen Van Vinh,Khadra Yasmina,Ce que le jour doit à la nuit,Robert Laffont//Julliard,Littérature,Editions Littéraires,2009-09-01
VIETNAM,Nguyen Van Vinh,'05nard Dominique,Je voudrais tant que tu te souviennes,Gallimard,inconnu,Ed. Littéraires,2009-03-01
VIETNAM,Nguyen Van Vinh,Malte Marcus,Garden of Love,Zulma,inconnu,Ed. Littéraires,2009-03-01
VIETNAM,Nguyen Van Vinh,Papin Philippe,Histoire de Hanoi,Librairie Arthème Fayard,inconnu,Compagnie d'édition et de communication Nha Nam,2009-09-01
VIETNAM,Nguyen Van Vinh,Pennac Daniel,Chagrin d'école,Gallimard,inconnu,Éditions des femmes,2009-03-01
VIETNAM,Nguyen Van Vinh,Vergara Francisco,Les Fondements philosophiques du libéralisme,La Découverte,inconnu,Editions de la Connaissance,2009-09-01
VIETNAM,Nguyen Van Vinh,Vigan Delphine (de),No et moi,JC Lattès,inconnu,Ed. Littéraires,2009-03-01
VIETNAM,Nguyen Van Vinh,,"4 titres de la collection ""Chouette Penser"" (Qu'est-ce qu'un homme?; Sommes-nous libres?; Pourquoi les hommes font-ils la guerre?  Le mélange des sexes)",Gallimard Jeunesse,inconnu,Editions de la Connaissance,2009-09-01
VIETNAM,Nguyen Van Vinh,,C'est la vie Lulu (5 premiers tomes),Bayard,inconnu,Kim Dong,2009-03-01
VIETNAM,Nguyen Van Vinh,,"Collection ""Expliquer à...."" (Chevaliers et chevalerie expliqués à mes petits-fils; Darwin et l'évoltion expliqués à nos petits-enfants par Pascal Pi)",Éd. du Seuil,inconnu,Editions de l'Education de Hanoi,2009-09-01
VIETNAM,Nguyen Van Vinh,,Merveilles du monde + Nature,Fleurus,inconnu,Kim Dong,2009-03-01
VIETNAM,Nguyen Van Vinh,Brenifier Oscar,Le livre des grands contraires philosophiques,Nathan,Documents/Essais d'actualité,Editions Kim Dong,2010-03-01
VIETNAM,Nguyen Van Vinh,Brenifier Oscaret Durand Delphine,"coll. ""Petits philozenfants"" (4 titres)",Nathan,Jeunesse,Editions Kim Dong,2010-03-01
VIETNAM,Nguyen Van Vinh,Deleuze Gilles,Nietzsche et la philosophie,PUF,Documents/Essais d'actualité,Editions de la Connaissance,2010-03-01
VIETNAM,Nguyen Van Vinh,Jessua Claude;Labrousse Christian;Vitry Daniel; Gaumont Damien,Dictionnaire des Sciences Economiques,PUF,Dictionnaires/Encyclopédies,Editions de la Connaissance,2010-03-01
VIETNAM,Nguyen Van Vinh,Jolibois Christianet Heinrich Christian,"coll. ""Les P'tites Poules"" (10 titres)",Pocket jeunesse,Jeunesse,Compagnie d'édition et de communication Nha Nam,2010-03-01
VIETNAM,Nguyen Van Vinh,Monénembo Tierno,Le Roi de Kahel,Éd. du Seuil,œuvres littéraires contemporaines,Editions Littéraires,2010-03-01
VIETNAM,Nguyen Van Vinh,Ost François,Traduire - Défense et illustration du multilinguisme,Librairie Arthème Fayard,Documents/Essais d'actualité,DWTC(Danang Writer's Translation Center),2010-03-01
VIETNAM,Nguyen Van Vinh,,"coll.""Encyclopédie Larousse 6-9 ans""(6 titres) ",Larousse,Dictionnaires/Encyclopédies,Éd. de l'Education,2010-03-01
VIETNAM,Nguyen Van Vinh,Aubrun Claudine et Perret Delphine ,Oust! ou l'insupportable Monsieur Stan,Syros Jeunesse,Jeunesse,Compagnie d'édition et de communication Nha Nam,2011-09-01
VIETNAM,Nguyen Van Vinh,Bataille Georges ,La Littérature et le Mal,Gallimard, Essai,Sao Bac Media,2011-09-01
VIETNAM,Nguyen Van Vinh,Bobineau Olivier et Tank-Stroper Sébastien ,Sociologie des religions,Armand Colin,Anthropologie/Sociologie,Editions The Gioi ,2011-09-01
VIETNAM,Nguyen Van Vinh,Boisard Janine ,Sois un homme; papa,Librairie Arthème Fayard,Littérature,Ed. Littéraires,2011-03-01
VIETNAM,Nguyen Van Vinh,Brasme Anne-Sophie ,Respire,Librairie Arthème Fayard,Littérature,Ed. Littéraires,2011-03-01
VIETNAM,Nguyen Van Vinh,Brenifier Oscaret Després Jacques,Le Livre des grands contraires psychologiques,Nathan,Jeunesse,Editions Kim Dong,2011-09-01
VIETNAM,Nguyen Van Vinh,Colette Jacques ,Existentialisme,PUF,Sciences Hu'05nes et Sociales,Editions The Gioi ,2011-09-01
VIETNAM,Nguyen Van Vinh,Collectif,4 titres coll. Encyclopédie Larousse 6-9 ans(La mer; la préhistoire; le corps; la mythologie),Larousse,Dictionnaires/Encyclopédies,Soci'06 de traduction et de dictionnaires pédagogiquesrelevant des editions de l'Education,2011-03-01
VIETNAM,Nguyen Van Vinh,Deleuze Gilles et Guattari Félix,Kafka. Pour une littérature mineure,Éd. de Minuit, Essai,Editions de la Connaissance,2011-09-01
VIETNAM,Nguyen Van Vinh,divers auteurs,Dokéo 9-12 ans,Nathan,Jeunesse,Editions Kim Dong,2011-09-01
VIETNAM,Nguyen Van Vinh,Gaulle Charles (de),Le Fil de l'épée,Plon, Essai,Sao Bac Media,2011-09-01
VIETNAM,Nguyen Van Vinh,Laborde Pierre ,Les Espaces urbains dans le monde,Armand Colin,Histoire/Géographie/Archéologie,Editions The Gioi ,2011-09-01
VIETNAM,Nguyen Van Vinh,Laroui Fouad,Une année chez les Français,Robert Laffont//Julliard,Littérature,Ed. Littéraires,2011-03-01
VIETNAM,Nguyen Van Vinh,Laurens Camille ,Romance nerveuse,Gallimard,Littérature,Éditions des femmes,2011-03-01
VIETNAM,Nguyen Van Vinh,Le Callet Blandine ,La Ballade de Lila K,Stock,Littérature,Ed. Littéraires,2011-03-01
VIETNAM,Nguyen Van Vinh,Revault d'Allonnes Myriam ,"6 titres coll. ""Chouette penser!",Gallimard Jeunesse,Jeunesse,Ed. de la Connaissance,2011-03-01
VIETNAM,Nguyen Van Vinh,Ruffin Jean-Christophe,Le Parfum d'Adam,Flammarion,Littérature,Éditions des femmes,2011-03-01
VIETNAM,Nguyen Van Vinh,Smadja Brigitte et Bloch Serge,Marie est amoureuse,L'École des loisirs,Jeunesse,Compagnie d'édition et de communication Nha Nam,2011-03-01
VIETNAM,Nguyen Van Vinh,Trintignant Nadine ,Les Silencieuses,Librairie Arthème Fayard,Littérature,Éditions des femmes,2011-03-01
VIETNAM,Nguyen Van Vinh,Xuan Thuan Trinh ,Dictionnaire amoureux du ciel et des étoiles,Plon,Dictionnaires/Encyclopédies,Ed. de la Connaissance,2011-03-01
VIETNAM,Nguyen Van Vinh,Zimmermann Nathalie et Passeron Joëlle ,Mimi la fouineuse : Mon carnet secret rien qu'à moi!,Nathan,Jeunesse,Compagnie d'édition et de communication Nha Nam,2011-09-01
VIETNAM,Nguyen Van Vinh,Boniface Pascal,Comprendre le monde,Armand Colin,Sciences Hu'05nes et Sociales,The Gioi,2012-09-01
VIETNAM,Nguyen Van Vinh,Borromée Pierre,L'hermine était pourpre,Librairie Arthème Fayard,Littérature,Éditions des femmes,2012-03-01
VIETNAM,Nguyen Van Vinh,Caudec et Lauvin,Cedric (T. 10; 11 et 12),Mediatoon//Dupuis,BD,Compagnie d'édition et de communication Nha Nam,2012-03-01
VIETNAM,Nguyen Van Vinh,Collectif,La Forêt,Fleurus,Jeunesse,Kim Dong,2012-09-01
VIETNAM,Nguyen Van Vinh,divers auteurs,"3 titres de la collection ""Expliquer à...""(Les Origines de l'homme; La Non-violence; Les Religions)",Éd. du Seuil,inconnu,Éditions de l'Éducation,2012-03-01
VIETNAM,Nguyen Van Vinh,Jullien François ,Entrer dans une pensée,Gallimard,Jeunesse,Editions FTP,2012-09-01
VIETNAM,Nguyen Van Vinh,Khadra Yasmina,L'Équation africaine,Robert Laffont//Julliard,Littérature,Editions Littéraires,2012-03-01
VIETNAM,Nguyen Van Vinh,Xuan Thuan Trinh ,Le Cosmos et le Lotus,Albin Michel,inconnu,Editions de la Connaissance,2012-03-01
VIETNAM,Nguyen Van Vinh,Brenifier Oscaret Després Jacques,"coll. ""Philozidées"" (4 titres)",Nathan,Jeunesse,Kim Dong,2013-06-01
VIETNAM,Nguyen Van Vinh,Carrièe Jean- Claude;Eco Umbertoet de Tonnac Jean-Philippe,N'espérez pas vous débarrasser des livres,Grasset & Fasquelle,Littérature,Sao Bac Media,2013-06-01
VIETNAM,Nguyen Van Vinh,Collectif,"coll. ""Expliquer à…"" (L'Univers; La Philosophie)",Éd. du Seuil,inconnu,Éd. de l'Education,2013-02-01
VIETNAM,Nguyen Van Vinh,Constantine Barbara,Tom; petit Tom; tout petit homme; Tom,Calmann-Lévy,Littérature,Éditions des femmes,2013-02-01
VIETNAM,Nguyen Van Vinh,Coutard Olivier etLevy Jean-Pierre,Écologies urbaines,Economica,inconnu,Éd. du Monde (Éd. Gioi),2013-02-01
VIETNAM,Nguyen Van Vinh,Deville Patrick,Longue vue,Éd. de Minuit,Littérature,Compagnie d'édition et de communication Nha Nam,2013-06-01
VIETNAM,Nguyen Van Vinh,Deville Patrick,Peste & Cholera,Éd. du Seuil,Littérature,Éd. de la Jeunesse(Nha xuat ban Tre),2013-02-01
VIETNAM,Nguyen Van Vinh,Ferrari Jérôme ,Le Sermon sur la chute de Rome,Actes Sud,Littérature,Compagnie d'édition et de communication Nha Nam,2013-06-01
VIETNAM,Nguyen Van Vinh,Pouy Jean-Bernard; Mizio Francis;Blanchard Anne; Bloch Serge,L'Encyclopédie des héros,Gallimard Jeunesse,Jeunesse,Kim Dong,2013-06-01
VIETNAM,Nguyen Van Vinh,Schmitt Éric-Emmanuel,Oscar et la dame Rose,Albin Michel,Littérature,Compagnie d'édition et de communication Nha Nam,2013-06-01
VIETNAM,Nguyen Van Vinh,Segalen Martin,Sociologie de la famille,Armand Colin,inconnu,Éd. du Monde (Éd. Gioi),2013-02-01
ALGÉRIE,Mohammed Dib,Mekeddem Malika,Mes hommes,Grasset & Fasquelle,inconnu,Sédia,2008-01-01
ESPAGNE,Garcia Lorca,Bergounioux Pierre,Une chambre en Hollande,Verdier,Oeuvres littéraires contemporaines,Editorial Minuscula,2010-09-01
ESPAGNE,Garcia Lorca,Bergounioux Pierre,Une chambre en Hollande,Verdier,Oeuvres littéraires contemporaines,Editorial Minuscula,2010-09-01
ESPAGNE,Garcia Lorca,"Balmary Marie
et Marguerat Daniel","Nous irons tous au paradis :
le jugement dernier en question",Albin Michel,SHS,Fragmenta,2013-06-01
ESPAGNE,Garcia Lorca,"Balmary Marie
et Marguerat Daniel","Nous irons tous au paradis :
le jugement dernier en question",Albin Michel,SHS,Fragmenta,2013-06-01
INDE,Tagore,"Aymé Marcel
(ill. Philippe Dumas; couv. Lucie Durbiano)",Les Contes bleus du chat perché,Gallimard,Jeunesse,Sampark,2011-09-01
INDE,Tagore,"Aymé Marcel
(ill. Philippe Dumas; couv. Lucie Durbiano)",Les Contes rouges du chat perché,Gallimard,Jeunesse,Sampark,2011-09-01
INDE,Tagore,Barbery Muriel,L'Élégance du hérisson,Gallimard,Littérature,Full Circle,2011-09-01
INDE,Tagore,Barbery Muriel,L'Élégance du hérisson,Gallimard,Littérature,DC Books,2012-09-01
INDE,Tagore,Camus Albert,L'Étranger,Gallimard,Littérature,DC Books,2012-09-01
INDE,Tagore,Camus Albert,L'Étranger,Gallimard,Littérature,Padmagandha Prakashan,2012-09-01
INDE,Tagore,Camus Albert,L'Exil et le royaume,Gallimard,Littérature,Padmagandha Prakashan,2012-09-01
INDE,Tagore,Céline Louis-Ferdinand,Voyage au bout de la nuit,Gallimard,Littérature,DC Books,2012-09-01
INDE,Tagore,Goscinny René et Sempé Jean-Jacques,Les Vacances du petit Nicolas,Denoël,Jeunesse,Saraswati House,2012-09-01
INDE,Tagore,Le Clézio J.-M. G.,Le Procès-verbal,Gallimard,Littérature,Kalachuvadu Publications,2012-09-01
INDE,Tagore,Sartre Jean-Paul,Les Mots,Gallimard,Littérature,DC Books,2012-09-01
MAROC,Khayr Eddine,Saint-Exupéry Antoine (de),Le petit prince,Gallimard,Littérature,Centre Culturel Arabe,2011-03-01
MAROC,Khayr Eddine,Saint-Exupéry Antoine (de),Le petit prince,Gallimard,Littérature,Kalimate,2011-03-01
