"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"ALGÉRIE","MOHAMMED DIB","GHALIOUN BURHAN","Islam et Politique. La modernité trahie","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GHEZALI SALIMA","Les Amants de Shahrazade","L’Aube","Lettres","Marsa","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GIRAUD CLAUDE","Histoire de la sociologie","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GRESH ALAIN & VIDAL DOMINIQUE","Les 100 portes du Proche-Orient","Éd. de l’Atelier","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GRIFFITHS STÉPHANE","Exercices de gestion financière","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GRIFFITHS STÉPHANE","Gestion financière","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GUILLAUME MADELEINE, FIEVET-IZARD MADELEINE & TYMOWSKI JEAN-CLAUDE","L’Acupuncture","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","GUILLOU JEAN-MARC","Plomberie","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HAMON ALBERT","Guide de grammaire","Hachette","Lettres","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HANNON CLAUDE","La Grippe et ses virus","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HARBI MOHAMED","Une vie debout","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HARBI MOHAMED & STORA BENJAMIN","La Guerre d’Algérie : la fin de l’amnésie","Robert Laffont","Sciences Sociales et Humaines","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HAYOUN MAURICE-RUBEN & LIBERA ALAIN (DE)","Averroès et l’averroïsme","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HERMAN JACQUES","Les Langages de la sociologie","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HERNERT PATRICE","Les Algorithmes","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HEUDE RÉMY-PIERRE","Publicité. 101 questions réponses","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HUAULT ISABELLE","Le Management international","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","HUTEAU MICHEL & LAUTREY JACQUES","Les Tests d’intelligence","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","IACONO GENEVIÈVE","Gestion des ressources humaines","EJA","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","JACQUARD ALBERT","Les Probabilités","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","JOUVE EDMOND","Le Tiers Monde","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","KENT JACK","Le Petit Poussin","Le Sorbier","Jeunesse","Enap","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","KRUGMAN PAUL","La mondialisation n’est pas coupable","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LABARRE ALBERT","Histoire du livre","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LARAJ WACINY","Le Ravin de la femme sauvage","Marsa","Lettres","NAG","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LATY DOMINIQUE","Les Régimes alimentaires","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LAZAR JUDITH","La Science de la communication","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LE GALL ANDRÉ","L’Anxiété et l’Angoisse","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LE TAILLEUR YVES","L’Électricité","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LEBEAU BERNARD","Pneumologie","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LECHEMIA DIDIER","Les Dépressions","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LECHEMIA DIDIER","Migraines et Maux de tête","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LE GOFF JEAN-PIERRE","De la barbarie douce","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LELART MICHEL","Le Fonds monétaire international","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LEMAIRE JEAN-FRANÇOIS","Le Tabagisme","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LENAIN PATRICK","Le FMI","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LÉPINE PIERRE","Les Virus","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LEVINE ALBERT","Turbo C mathématiques outils","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","LOCQUENEUX ROBERT","Histoire de la physique","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MAALOUF AMIN","Les Jardins de lumière","J.-C. Lattès","Lettres","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MAALOUF AMIN","Léon l’Africain","J.-C. Lattès","Lettres","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MAILLET PIERRE & CASSETTE-CARRY MARTINE","L’Énergie","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MALCLES LOUISE & LHÉRITIER ANDRÉ","La Bibliographie","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MALIGNAC GEORGES","L’Alcoolisme","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MALMBERG BERTIL","La Phonétique","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARCAIS GEORGES","L’Art musulman","PUF","Sciences Sociales et Humaines","Tell","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARCHESNAY MICHEL","Management stratégique","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARCHINA JEAN-CHARLES","L’Hypertension artérielle","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARCHINA JEAN-CHARLES","Les Infections ORL","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARTIN SYLVIE","Marketing. Les concepts clés","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MARTINET ANDRÉ","Éléments de linguistique générale","Armand Colin","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MASSON ANDRÉ & PALLIER DENIS","Les Bibliothèques","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MATTELART ARMAND","Histoire de l’utopie planétaire","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MATTELART ARMAND","L’Invention de la communication","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MATTELART ARMAND & MATTELART MICHÈLE","Histoire des théories de la communication","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MAVRIDÈS STAMATIA","La Relativité","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MELIN FRANÇOIS","Droit international privé","EJA","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MERAD ALI","L’Exégèse coranique","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MESSADIE GÉRALD","Les Grandes Découvertes de la science","Bordas","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MESSADIE GÉRALD","Les Grandes Inventions de l’humanité","Bordas","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MESSADIE GÉRALD","Les Grandes Inventions du monde moderne","Bordas","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MESSUD MICHEL","Pratique des micro-processeurs","Cépaduès","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MEYNIER GILBERT","Histoire intérieure du FLN","Fayard","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MEYNIER GILBERT & HARBI MOHAMED","Le FLN, documents et histoire, 1954-1962","Fayard","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MEYRIER ALAIN","Maladies rénales de l’adulte","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MIALARET GASTON","La Psycho-Pédagogie","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MIALARET GASTON","Les Sciences de l’éducation","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MICHEAUX ANDREA","Marketing et Bases de données","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MICHEL HENRI","La Seconde Guerre mondiale","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MIGNON MICHEL","Gastro-Entérologie","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MILSANT FRANCIS","Cours d’électronique. Machines électriques","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MIQUEL ANDRÉ","La Littérature arabe","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MONTECOT CHRISTIANE","Techniques de la communication écrite","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MONTMORILLON BLANDINE (DE)","La Nature jour après jour","Hachette","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MOREL JEAN","Conception et calcul des structures métalliques","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MOUGIN JEAN-PIERRE","Béton armé. BAEL 91 et DTU associés","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MOUGIN JEAN-PIERRE","Cours de béton armé BAEL 91","Eyrolles","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MUSARELLA PIERRE & JACQUEMART PIERRE","Vos cheveux","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","MUSY PRÉAULT CLAUDIE","Les Maladies de la peau","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","NIZARD JEAN-CLAUDE","La Cellulite","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","NORET ANDRÉ","Le Doping","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PACAUD GÉRARD","Le Diabète et ses complications","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PAILLAT PAUL","Vieillissement et Vieillesse","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PAQUOT THIERRY","Le Monde des villes","Complexe","Sciences Sociales et Humaines","Marinoor","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PASCOLI GIANNI","La Gravitation","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PAUL JEAN-PIERRE","Économie de la communication","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PAUPE JEAN","L’Allergie","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PAWLOTSKY YVES","Rhumatologie","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PÉLICIER YVES & THUILLIER GUY","La Drogue","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PERCHAT JEAN & ROUX JEAN","Pratique du BAEL 91","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PERRON ROGER","Histoire de la psychanalyse","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PERROT JEAN","La Linguistique","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PERVILLÉ GUY","Les Étudiants algériens de l’Université française 1880-1962","CNRS","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PIAGET JEAN","La Psychologie de l’enfant","PUF","Sciences Sociales et Humaines","Bouchène","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PIAGET JEAN","Le Structuralisme","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PICHOT PIERRE","Les Tests mentaux","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PIRIOU JEAN-PAUL","Lexique des sciences économiques et sociales","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PLAISANCE ERICH & VERGNAUX GÉRARD","Les Sciences de l’éducation","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PLIHON DOMINIQUE","La Monnaie et ses mécanismes","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","POMMAUX YVAN","Où vont les trucs du pissenlit ?","Le Sorbier","Jeunesse","Enap","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","POPOVIC ALAIN & VEINSTEIN MARC","Les Voies d’Allah","Fayard","Sciences Sociales et Humaines","Marinoor","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PRÉVOST CLAUDE","La Psychologie fondamentale","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PRÉVOT DANIEL","Le Pont de la révolte","Denoël","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PRINTZ JACQUES","Le Génie logiciel","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","PUISSANT ANTOINE","Dermatologie","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","QUARANTA JEAN-FRANÇOIS, REBOULOT BRIGITTE & CASSUTO JILL-PATRICE","Les Hépatites","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","QUERMONNE JEAN-LOUIS","Le Système politique de l’Union européenne","EJA","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RAINELLI MICHEL","La Nouvelle Théorie du commerce international","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RAINELLI MICHEL","L’Organisation mondiale du commerce","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","REDONNET JEAN-CLAUDE","Le Canada","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","REFAIT MICHEL","L’Analyse financière","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","REY-GOLDZEIGUER ANNIE","Le Massacre de Sétif 1940-1945. Une histoire algérienne","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RIGAUD J.-M. & SAYAH A.","Programmation en langage C","Cépaduès","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RIVOIRE JEAN","L’Économie de marché","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RIVOIRE JEAN","L’Économie de marché","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROCCHICCIOLI-DELTCHEFF CLAUDE","Le PH et sa mesure","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROSE PHILIPPE","La Criminalité informatique","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROSSANT-LAMBROSO JACQUELINE","La Médecine du sport","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROUGE DANIEL","Mode d’emploi micro-ordinateur","Sybex","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROUQUEROL MAX","Les Micro-Ordinateurs","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","ROUX JEAN","Résistance des matériaux par la pratique","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","RUBIN MAURICE","Les Maladies sexuellement transmissibles","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SAAL BERNARD","L’Arthrose","Albin Michel","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SARROUB KARIM","À l’ombre de soi","Mercure de France","Lettres","Marsa","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SCHERRER JEAN","La Fatigue","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SCHIMIZU KOICHI","Le Toyotisme","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SERRATRICE GEORGES & SCHIANO ALAIN","Les Migraines","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SERRATRICE GEORGES & SCHIANO ALAIN","Les Rhumatismes","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SERVIER JEAN","Les Berbères","PUF","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SEVIN ANDRÉ","La Ménopause","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SIARRY PATRICK","Automatique de base","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","SOUDI DJAMEL","Un prince dans le Maghreb de l’an Mil, Amastan le Sanhadji","L’Harmattan","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STIERLIN HENRI","L’Architecture islamique","PUF","Arts","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Histoire de l’Algérie coloniale","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Histoire de l’Algérie depuis l’indépendance","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Histoire de la guerre d’Algérie","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Imaginaires de guerres. Algérie - Viêt-Nam, en France et aux États-Unis La Découverte","","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Messali Hadj","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN","Le Transfert d’une mémoire","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN & DAOUD ZAKIA","Ferhat Abbas. Une utopie algérienne","Denoël","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA BENJAMIN & DAOUD ZAKIA","Les Cent Portes du Maghreb","Éd. de l’Atelier","Sciences Sociales et Humaines","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","STORA JEAN-BENJAMIN","Le Stress","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","TADJER AKLI","Le Porteur de cartable","J.-C. Lattès","Lettres","Marsa","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","TAMBA-MECZ IRÈNE","La Sémantique","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","TEULON FRÉDÉRIC","Vocabulaire économique","PUF","Sciences Sociales et Humaines","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","THIÉTARD RAYMOND-ALAIN","Le Management","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","THIOLLIER ANNE","Un serpent dans un bol de thé","Le Sorbier","Jeunesse","Enap","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","TOURAINE ALAIN","Qu’est-ce que la démocratie ?","Fayard","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","TRIGANO PHILIPPE","Méthodologie de la programmation et management des informations","Ellipses","Sciences et Techniques","Berti","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","VASSEUR FRÉDÉRIC","Les Médias du futur","PUF","Sciences et Techniques","Dahlab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","VIALATTE JACQUES","L’Asthme","PUF","Sciences et Techniques","Afaq","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","VILLETTE MICHEL","L’Art du stage en entreprise","La Découverte","Sciences et Techniques","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","VOLFF JEAN","Le Ministère public","PUF","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","WARNIER JEAN-PIERRE","La Mondialisation de la culture","La Découverte","Sciences Sociales et Humaines","Casbah","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","WEISTHEIMER PATRICIA H. & NELSON ROBERT B.","Savoir rédiger ses lettres","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
"ALGÉRIE","MOHAMMED DIB","WEISTHEIMER PATRICIA H. & TOUSEND GIBBS VICKI","Savoir écrire pour rédiger","Eyrolles","Sciences et Techniques","Chihab","1990-01-01"
